PharmaName,GEOID,B01001_030E,B01001_031E,B01001_032E,B01001_033E,B01001_034E,B01001_035E,B01001_036E,B01001_037E,B01001_038E,B01001_039E,TotalWomen
WALGREENS - 9634,74310065230,151.0,90.0,0.0,37.0,188.0,257.0,91.0,238.0,363.0,161.0,1576.0
WALGREENS - 9757,37183053415,122.0,70.0,27.0,0.0,47.0,222.0,127.0,242.0,154.0,255.0,1266.0
WALGREENS - 9897,37107010500,164.0,69.0,20.0,9.0,103.0,159.0,75.0,184.0,65.0,29.0,877.0
WALGREENS - 9987,74190012530,489.0,246.0,61.0,206.0,220.0,768.0,419.0,568.0,218.0,643.0,3838.0
WALKER'S DRUG STORE,74238011689,265.0,71.0,14.0,0.0,45.0,70.0,94.0,226.0,247.0,367.0,1399.0
WALKER'S PHARMACY,111244942702,52.0,224.0,78.0,11.0,99.0,168.0,317.0,364.0,163.0,399.0,1875.0
WALKERTOWN FAMILY PHARMACY,148296037908,435.0,203.0,121.0,39.0,459.0,1118.0,876.0,704.0,878.0,535.0,5368.0
WARREN DRUG COMPANY,37085070401,52.0,33.0,41.0,0.0,51.0,130.0,148.0,146.0,108.0,115.0,824.0
WARRENSVILLE DRUG STORE,74019940902,195.0,160.0,25.0,32.0,112.0,147.0,138.0,277.0,277.0,161.0,1524.0
WAYNESVILLE PHARMACY INCORPORATED,37087921201,0.0,21.0,0.0,21.0,17.0,0.0,36.0,55.0,0.0,123.0,273.0
WG BILL HEFNER VETERANS AFFAIRS MEDICAL CENTER,74256113106,168.0,44.0,36.0,66.0,89.0,286.0,209.0,198.0,185.0,283.0,1564.0
WHITLEY DRUGS INCORPORATED,37161960400,77.0,10.0,0.0,0.0,121.0,142.0,72.0,37.0,169.0,116.0,744.0
WINYAH PHARMACY OF THE PIEDMONT,111357012129,211.0,77.0,40.0,83.0,219.0,459.0,620.0,366.0,304.0,337.0,2716.0
WOMACK ARMY MEDICAL CENTER - ROBINSON CLINIC-DOD,74176954505,169.0,73.0,56.0,85.0,187.0,329.0,529.0,388.0,149.0,138.0,2103.0
WOMACK ARMY MEDICAL CENTER-DOD,111173182811,104.0,62.0,39.0,89.0,285.0,291.0,200.0,269.0,128.0,266.0,1733.0
WOMBLE DRUG STORE,37177960100,5.0,0.0,2.0,20.0,141.0,15.0,40.0,35.0,158.0,111.0,527.0
WOODARD DRUG STORE INCORPORATED,74270950302,326.0,86.0,71.0,13.0,136.0,172.0,261.0,464.0,446.0,395.0,2370.0
WOODARDS PHARMACY,111249041207,233.0,99.0,19.0,29.0,142.0,133.0,260.0,187.0,259.0,170.0,1531.0
YOUR PHARMACY OF LEXINGTON / PILL TIME,185461295107,405.0,176.0,190.0,107.0,346.0,690.0,621.0,576.0,399.0,713.0,4223.0
